Upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,"Fee Multiplier",cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
"=""857908000966""",Tabbocco,1,399,n,n,"Cheyenne peach",,,n,1,0,0,n,,"=""38""",,,,,,n,,,,,,,
"=""857908000980""",Tabbocco,1,399,n,n,"Cheyenne vanilla",,,n,1,0,0,n,,"=""-12""",,,,,,n,,,,,,,
"=""857932007009""","Liquor ",1,2999,n,n,"Mr black cold brew coffee liquer",750ml,,n,1,0,0,n,,"=""-4""",,,,,,n,,,,,,,
"=""857983004033""","Snacks /candy",1,149,n,n,"Hi Chew Banana","1.76 oz",y,n,1,1,0,n,,"=""3""",,,,,,n,,,,,,,
"=""857983004736""","Snacks /candy",1,149,n,n,"HI CHEW",,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""857983004941""","Snacks /candy",1,149,n,n,"HI-CHEW ACAI",,y,n,1,1,0,n,,"=""11""",,,,,,n,,,,,,,
"=""857995004229""",Tabbocco,1,1099,n,n,"Pure Hemp",pk,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858059004414""",Beer,1,1099,n,n,"CALI CREAMIN","6 PACK",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858059004742""",Beer,1,1199,n,n,"MOTHER EART 12 OZ CANS",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858059004827""",Beer,1,1399,n,n,"Liquid spectrum ipa",4pk,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858099003491""",Tabbocco,1,999,n,n,"Blu Electronic Cigarette Cherry Crush","1.00 ct",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858133008024""","Liquor ",1,3999,n,n,"Sextro rye black label",720ml,,n,1,0,0,n,,"=""3""",,,,,0,n,,,,,,,
"=""858176002058""","Soda & Drink's",1,289,n,n,"BodyArmor Super Drink Orange/Mango","11.8 Oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002065""","Soda & Drink's",1,289,n,n,"BodyArmor Super Drink Strawberry Banana","16 Oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002133""","Soda & Drink's",1,289,n,n,"BodyArmor Fruit Punch Super Drink","16 oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002140""","Soda & Drink's",1,179,n,n,"Body Armor Super Water","23.7 oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002157""","Soda & Drink's",1,269,n,n,"Under Armor Water","33.8 oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002171""","Soda & Drink's",1,289,n,n,"BodyArmor Tropical Punch Super Drink","16 oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002270""","Soda & Drink's",1,199,n,n,"BodyArmor Lyte Peach Mango",16oz,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002300""","Soda & Drink's",1,329,n,n,"Body Armor orange mango","28 oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002317""","Soda & Drink's",1,329,n,n,"Body Armor Strawberry banana","28 oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002324""","Soda & Drink's",1,329,n,n,"Body Armor Fruit punch","28 oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002331""","Soda & Drink's",1,329,n,n,"Body Armor Blackout berry","28 oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002423""","Soda & Drink's",1,199,n,n,"BodyArmor Watermelon",16oz,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002508""","Soda & Drink's",1,199,n,n,"BODY ARMOR BLUEBRRY",1EA,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002522""","Soda & Drink's",1,289,n,n,"BODYARMOR PINAPPLE COCONUT","16 OZ",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002546""","Soda & Drink's",1,329,n,n,"BODY ARMOUR TROPICAL PUNCH",,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002560""","Soda & Drink's",1,299,n,n,"BODY ARMOR WATERMELO","=""1""",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002775""","Soda & Drink's",1,199,n,n,"body armor coconut",,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002836""","Soda & Drink's",1,329,n,n,"Bodyarmor superdrink",,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002843""","Soda & Drink's",1,329,n,n,"body Armor Peach Mango",,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002904""","Soda & Drink's",1,199,n,n,Bodyarmor,,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858176002959""","Soda & Drink's",1,199,n,n,"Body Armor",,y,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858187003044""",Beer,1,1199,n,n,"Owls brew boozy tea",6pk,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858187003990""",Beer,1,1199,n,n,"Boizy tea","6pk 12oz",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858202003929""","Liquor ",1,1499,n,n,"Whip Shots Vodka Infused Vanilla",200ml,,n,1,0,0,n,,"=""-70""",,,,,,n,,,,,,,
"=""858202003950""","Liquor ",1,1499,n,n,"Whip Shots Vodka Infused Caramel ",200ml,,n,1,0,0,n,,"=""-56""",,,,,,n,,,,,,,
"=""858202003974""","Liquor ",1,699,n,n,"Whip Shots mocha",50ml,,n,1,0,0,n,,"=""-19""",,,,,0,n,,,,,,,
"=""858202003981""","Liquor ",1,1499,n,n,"Whip Shots Vodka Infused Mocha",200ml,,n,1,0,0,n,,"=""-42""",,,,,,n,,,,,,,
"=""858245003078""","Snacks /candy",1,699,n,n,"Kettle heroes",4oz,y,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858245003306""","Snacks /candy",1,699,n,n,"Kettle heroes hatch green chile cheddar",4oz,y,n,1,0,0,n,,"=""5""",,,,,0,n,,,,,,,
"=""858245003450""","Snacks /candy",1,699,n,n,"Kettle heroes aged white cheddar",4oz,y,n,1,0,0,n,,"=""5""",,,,,0,n,,,,,,,
"=""858245003498""","Snacks /candy",1,699,n,n,"Kettle heroes prickly pear",4oz,,n,1,0,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""858280002159""",Beer,1,1799,n,n,"Sonic hard seltzer",,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858280002166""",Beer,1,1899,n,n,"sonic tropical varity pack",12pk,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858302005144""",Tabbocco,1,699,n,n,Elite,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858349001833""","Liquor ",1,19999,n,n,"epifania azul tequila 100 agave",750ml,,n,1,0,0,n,,"=""4""",,,,,,n,,,,,,,
"=""858349004094""","Mix cocktails",1,2099,n,n,"Barrel aged maple syrup",250ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858349004100""","Liquor ",1,5099,n,n,"Woodinville   bourbon Whisky 750.ml",750.ml,,n,1,1,0,n,,"=""-4""",,,,,,n,,,,,,,
"=""858349004124""","Liquor ",1,4499,n,n,"WOODINVIKKE 100% RYE",,,n,1,1,0,n,,"=""-1""",,,,,,n,,,,,,,
"=""858349004179""","Liquor ",1,4999,n,n,"Woodinville Straight","750 ml",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858349004247""","Liquor ",1,9999,n,n,"Woodinville gift pack",,,n,1,0,0,n,,"=""5""",,,,,0,n,,,,,,,
"=""858349004308""","Liquor ",1,9999,n,n,"Woodinville moscatel finished whiskey",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858379003005""","Liquor ",1,4499,n,n,"TX Whiskey",750ml,,n,1,1,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""858379003036""","Liquor ",1,2199,n,n,"Tx Whiskey 375ml",375ml,,n,1,1,0,n,,"=""-1""",,,,,,n,,,,,,,
"=""858576005000""",Sundries,1,299,n,n,"Chelada original",Botella,,n,1,1,0,n,,"=""11""",,,,,0,n,,,,,,,
"=""858576005017""",Food,1,299,n,n,Chelada,Botella,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858604005064""",Beer,1,1199,n,n,"Austin Original Dry Cider",6pk12oz,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858604005248""",Beer,1,1199,n,n,"Ace super dry","6pk 12oz",,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858604005262""",Beer,1,1199,n,n,"Austin Pineapple Cider 6pk","6pk 12oz",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858604005347""",Beer,1,2099,n,n,"AUSTIN VARITY 12PK CAN","12 FL OZ",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858604005354""",Beer,1,1199,n,n,"Austin Blood Orange Cider 6pk",6pk12oz,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858604005798""",Beer,1,1199,n,n,"Austin blackberry Acc","6pk 12oz",,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858644006700""","Snacks /candy",1,99,n,n,"Belgianpastry wafels",,y,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858751002305""",Wine,1,699,n,n,"Fun wine sangria",750ml,,n,1,0,0,n,,"=""2""",,,,,,n,,,,,,,
"=""858751002312""",Wine,1,699,n,n,"Fun wine strawberry moscato",750ml,,n,1,0,0,n,,"=""-1""",,,,,,n,,,,,,,
"=""858751002329""",Wine,1,699,n,n,"Fun wine coconut chardonnay",750ml,,n,1,1,0,n,,"=""1""",,,,,,n,,,,,,,
"=""858764003016""","Liquor ",1,5999,n,n,"smoke wagon small batch",750ml,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""858764003047""","Liquor ",1,7399,n,n,"Smoke wagon uncut unfiltered straight bourbon whiskey",750ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""858764003122""","Liquor ",1,3399,n,n,"Smoke wagon straight bourbon whiskey",750ml,,n,1,0,0,n,,"=""-1""",,,,,0,n,,,,,,,
"=""858764003221""","Liquor ",1,4999,n,n,"Smoke wagon uncut the younger bourbon whiskey",750ml,,n,1,0,0,n,,"=""-1""",,,,,0,n,,,,,,,
"=""858764003597""","Liquor ",1,6299,n,n,"Smoke wagon rye whiskey",750ml,,n,1,0,0,n,,"=""5""",,,,,0,n,,,,,,,
"=""858764003603""","Liquor ",1,7599,n,n,"Smoke wagon malted straight rye whiskey",750ml,,n,1,0,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""858799002794""",Beer,1,1199,n,n,"Muai hazy ipa 6pk",12oz,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""858988000099""",Sundries,1,1299,n,n,"Sun glasses",,,n,1,0,0,n,,"=""-1""",,,,,0,n,,,,,,,
"=""858988000129""",Sundries,1,1299,n,n,Crd,,,n,1,0,0,n,,"=""-1""",,,,,0,n,,,,,,,
"=""858988000150""",Sundries,1,1299,n,n,Crd,,,n,1,0,0,n,,"=""-7""",,,,,0,n,,,,,,,
"=""858988000181""",Sundries,1,1299,n,n,Cro,,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""858988000211""",Sundries,1,1299,n,n,Crd,,,n,1,0,0,n,,"=""-6""",,,,,0,n,,,,,,,
"=""858988000242""",Sundries,1,1299,n,n,Crd,,,n,1,0,0,n,,"=""-3""",,,,,0,n,,,,,,,
"=""859026001221""","Liquor ",1,5299,n,n,"La gritona tequila reposado",750ml,,n,1,0,0,n,,"=""-10""",,,,,0,n,,,,,,,
"=""859026001405""","Liquor ",1,3199,n,n,"La gritona tequila reposado",375ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""859061006007""","Liquor ",1,4899,n,n,"Codigo Blanco 750ml",750Ml,,n,1,1,0,n,,"=""7""",,,,,0,n,,,,,,,
"=""859061006021""","Liquor ",1,12000,n,n,"Codigo Anejo 750ml",750ml,,n,1,1,0,n,,"=""3""",,,,,0,n,,,,,,,
"=""859061006229""","Liquor ",1,5999,n,n,Codigo,375ml,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859122005123""","Liquor ",1,3799,n,n,"Traverse city whiskey co",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859122005130""","Liquor ",1,3999,n,n,"Trayerse citywhiskey co barrel proof",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859122005246""",Sundries,1,1899,n,n,"TREVERSE CITY  21.2OZ",21.2oz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859255001184""",Sundries,1,1099,n,n,"Pong Cups",,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859266003016""","Liquor ",1,3699,n,n,"Death's Door Gin",750mL,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859390006129""","Energy Drink",1,499,n,n,"ampp up",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859425005103""","Snacks /candy",1,199,n,n,"Cumi ",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859470006018""","Snacks /candy",1,299,n,n,"EL CHAVITO MANGO",,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859470006049""","Snacks /candy",1,299,n,n,"EL CHAVITO SALDITOS",,y,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859470006087""","Snacks /candy",1,299,n,n,"EL CHAVITO BARRITAS","2. 90oz",y,n,1,1,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""859470006131""","Snacks /candy",1,299,n,n,"EL CHAVITO MAZAPAN",,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859470006179""","Snacks /candy",1,299,n,n,"Chavito mango conhabanero",3.oz,y,n,1,1,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""859470006216""","Snacks /candy",1,299,n,n,"EL CHAVITO GOMITAS CHILE",,y,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859470006223""","Snacks /candy",1,299,n,n,"EL CHAVITO JAPONES",5oz,y,n,1,1,0,n,,"=""8""",,,,,0,n,,,,,,,
"=""859470006254""","Snacks /candy",1,299,n,n,"EL CHAVITO JABALINA",4pc,y,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859470006261""","Snacks /candy",1,299,n,n,"EL CHAVITO PULPARINDOS",,y,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859470006292""","Snacks /candy",1,299,n,n,"Chavito Gomitas de Sandia con chile ",4.10oz,y,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859470006339""","Snacks /candy",1,299,n,n,"EL CHAVITO CUCHARITA",,y,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859581006532""",Sundries,1,299,n,n,dove,,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859581006549""",Sundries,1,299,n,n,"Dove cream",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859584007017""","Soda & Drink's",1,279,n,n,"YACHAK ORG YERBA MATE BERRY RED",16OZ,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859584007079""","Soda & Drink's",1,279,n,n,"YACHAK ORG YERBA MATE BERRY BLUE ",16OZ,y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859585002233""","Liquor ",1,2999,n,n,[Arak,750ml,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859599003110""",Beer,1,1099,n,n,"BIG BLUE VAN 6CAN",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859599003134""",Beer,1,199,n,n,Beer,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""859604004354""",Beer,1,1299,n,n,"Break side rainbows &unicorns","6 pack",,n,1,1,0,n,,"=""1""",,,,,,n,,,,,,,
"=""859612001291""",Beer,1,2099,n,n,"Hop pack varity pack",12pk,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859654002003""",Tabbocco,1,999,n,n,"Blu Electronic Cigarette Magnificent Menthol","1.00 ct",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859654002010""",Tabbocco,1,999,n,n,"Blu Electronic Cigarette Classic Tobacco","1.00 ct",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859676006836""","Liquor ",1,1299,n,n,"Cityline vodka",1liter,,n,1,0,0,n,,"=""-5""",,,,,0,n,,,,,,,
"=""859676006843""","Liquor ",1,1999,n,n,"Catalina white rum",750ml,,n,1,0,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""859676006850""","Liquor ",1,2299,n,n,"Catalina dark rum",750ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""859682006004""","Liquor ",1,4999,n,n,"ROCK N ROLL PLATINUM TEQUILA","750 ML",,n,1,1,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""859682006028""","Liquor ",1,4099,n,n,"ROCK N ROLL MANGO TEQUILA","750 ML",,n,1,1,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""859685005004""","Liquor ",1,99,n,n,"WESTON SON GRAPE FRUIT 50 ML","50 ML",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859685005011""","Liquor ",1,99,n,n,"WESTERNSON PCH VODKA 50 ML","50 ML",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859685005028""","Liquor ",1,99,n,n,"WESTON SON PICKLY PEAR 50 ML","50 ML",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859685005035""","Liquor ",1,99,n,n,"WES 50ML",,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859685005325""","Liquor ",1,1699,n,n,"Western Son Cucumber vodka","750 ml",,n,1,1,0,n,,"=""-5""",,,,,,n,,,,,,,
"=""859685005349""","Liquor ",1,2799,n,n,"Western son blueberry vodka",1.75l,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""859685005363""","Liquor ",1,99,n,n,"WESTERNSON CUCUMBER 50ML",50ML,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859685005813""","Liquor ",1,1699,n,n,"western son watrelmelon",750ml,,n,1,1,0,n,,"=""-3""",,,,,,n,,,,,,,
"=""859685005837""","Liquor ",1,99,n,n,"WESTON SON WATERMELON 50 ML","50 ML",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859685005844""","Liquor ",1,2799,n,n,"Western son watermelon vodka",1.75liter,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""859718005995""",Beer,1,1499,n,n,"WEEKEND VIBES 16 OZ IPA",16floz,,n,1,1,0,n,,"=""2""",,,,,,n,,,,,,,
"=""859775001138""",Wine,1,1399,n,n,Chocovine:Raspberry,"750.00 ML",,n,1,1,0,n,,"=""-9""",,,,,,n,,,,,,,
"=""859775001152""",Wine,1,1399,n,n,Chocovine:Espresso,"750.00 ML",,n,1,1,0,n,,"=""8""",,,,,0,n,,,,,,,
"=""859775001237""",Wine,1,1399,n,n,"Chocovine:Dutch Chocolate","750.00 ML",,n,1,1,0,n,,"=""-11""",,,,,,n,,,,,,,
"=""859775001305""",Wine,1,1399,n,n,"CHOCOVINE WHIPPED 750",750Ml,,n,1,1,0,n,,"=""1""",,,,,,n,,,,,,,
"=""859889006005""","Liquor ",1,5199,n,n,"Napa valley quilt cabernet sauvignon",750ml,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""859889006302""","Liquor ",1,4199,n,n,"Napa valley quilt the fabric of the land",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""859900003013""","Liquor ",1,1799,n,n,"Hucklarita margarita",750ml,,n,1,0,0,n,,"=""2""",,,,,,n,,,,,,,
"=""859900003020""","Liquor ",1,1799,n,n,"choclarita margarita",750ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""859900003037""","Liquor ",1,1799,n,n,"classic lime",750ml,,n,1,0,0,n,,"=""2""",,,,,,n,,,,,,,
"=""859900003044""","Liquor ",1,1799,n,n,"Papayarta margarita",750ml,,n,1,0,0,n,,"=""3""",,,,,,n,,,,,,,
"=""860000023900""","Soda & Drink's",1,249,n,n,"Liquid death  mtn water",16.9floz,y,n,1,0,0,n,,"=""-86""",,,,,0,n,,,,,,,
"=""860000023924""","Soda & Drink's",1,249,n,n,"Liquid death","=""16.9""",y,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""860000063111""","Liquor ",1,1399,n,n,"Americian thunder lemon vodka",750ml,,n,1,0,0,n,,"=""9""",,,,,0,n,,,,,,,
"=""860000063128""","Liquor ",1,1399,n,n,"Americian standard ruby red",750ml,,n,1,0,0,n,,"=""11""",,,,,0,n,,,,,,,
"=""860000063142""","Liquor ",1,1399,n,n,"Americian standard peach sweet tea",750ml,,n,1,0,0,n,,"=""11""",,,,,0,n,,,,,,,
"=""860000063159""","Liquor ",1,100,n,n,"Hot lava cinnamon flavored vodka",50ml,,n,1,0,0,n,,"=""79""",,,,,0,n,,,,,,,
"=""860000183147""","Liquor ",1,1099,n,n,"Gloria margarita peach",750ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""860000348201""","Liquor ",1,3699,n,n,"Penelooe straight bourbon",750ml,,n,1,0,0,n,,"=""5""",,,,,0,n,,,,,,,
"=""860000348218""","Liquor ",1,6099,n,n,"Penelope barrel strength",750ml,,n,1,0,0,n,,"=""5""",,,,,0,n,,,,,,,
"=""860000348225""","Liquor ",1,4799,n,n,"Penelope rose cask finish",750ml,,n,1,0,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""860000348270""","Liquor ",1,14999,n,n,"Penelope valencia cooper series",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""860000348294""","Liquor ",1,5599,n,n,"Penelope architect",750ml,,n,1,0,0,n,,"=""7""",,,,,0,n,,,,,,,
"=""860000448444""",Beer,1,1099,n,n,Boozie,,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""860000531108""","Liquor ",1,6499,n,n,"Ghost wood blended bourbon whiskey",750ml,,n,1,0,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""860000597418""",Sundries,1,399,n,n,"lighter magnet",,,n,1,0,0,n,,"=""3""",,,,,0,n,,,,,,,
"=""860000780308""","Soda & Drink's",1,299,n,n,"Mela watermelon water original",16.9floz,,n,1,0,0,n,,"=""-40""",,,,,0,n,,,,,,,
"=""860000780322""","Soda & Drink's",1,299,n,n,"Mela watermelon water pineapple",16.9floz,y,n,1,0,0,n,,"=""-36""",,,,,0,n,,,,,,,
"=""860000780360""","Soda & Drink's",1,299,n,n,"Mela watermelon water",16.9fliz,y,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""860000922500""","Liquor ",1,3999,n,n,"Insolito tequila blanco",750ml,,n,1,0,0,n,,"=""4""",,,,,0,n,,,,,,,
"=""860000922517""","Liquor ",1,4399,n,n,"Insolito tequila reposado",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""860000922524""","Liquor ",1,4999,n,n,"Insolito tequila anejo",750ml,,n,1,0,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""860001022704""","Liquor ",1,1099,n,n,"Gloria margarita mango","750 ml",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""860001032321""",Wine,1,899,n,n,"Souare peg rose with bubbles",12oz,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""860001338546""","Liquor ",1,1199,n,n,"Carbliss vodka lemon lime",4pk,,n,1,0,0,n,,"=""-2""",,,,,0,n,,,,,,,
"=""860001338553""","Liquor ",1,1199,n,n,"Carbliss vodka black raspberry",4pk,,n,1,0,0,n,,"=""-6""",,,,,0,n,,,,,,,
"=""860001338560""","Liquor ",1,1199,n,n,"Carbliss vodka cranberry",4pk,,n,1,0,0,n,,"=""-11""",,,,,0,n,,,,,,,
"=""860001374292""",Beer,1,1999,n,n,"Boozy lmnd","12 pk",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""860001391473""",Beer,1,1299,n,n,"Holiday fat randy ipa","4 pk",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""860001438420""","Liquor ",1,1099,n,n,"Gloria margarita watermelon",750ml,,n,1,0,0,n,,"=""3""",,,,,0,n,,,,,,,
"=""860001753417""","Liquor ",1,11799,n,n,"Casa komos tequila anejo",750ml,,n,1,0,0,n,,"=""5""",,,,,0,n,,,,,,,
"=""860001753448""","Liquor ",1,11099,n,n,"Casa komos teQuila reposado rosa",750ml,,n,1,0,0,n,,"=""5""",,,,,0,n,,,,,,,
"=""860001753493""","Liquor ",1,45999,n,n,"Tequila komos extra anjeo",750ml,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""860001771008""","Liquor ",1,1899,n,n,"Ckakra vodka red apple ginger root",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""860001771015""","Liquor ",1,1899,n,n,"Chakra vodka honey and lemon balm",750ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""860001771022""","Liquor ",1,1899,n,n,"Chakra vodka",750ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""860001771039""","Liquor ",1,1899,n,n,"Chakra vodka Peach and hibiscus",750ml,,n,1,0,0,n,,"=""3""",,,,,0,n,,,,,,,
"=""860001771046""","Liquor ",1,1899,n,n,"Chakra vodka pineapple rosemary",750ml,,n,1,0,0,n,,"=""3""",,,,,0,n,,,,,,,
"=""860001771053""","Liquor ",1,1899,n,n,"Chakra green tea mint and matcha",750ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""860001771060""","Liquor ",1,1899,n,n,"Chakra vodka grapefruit and lavender",750ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""860001771077""","Liquor ",1,1899,n,n,"Chakra lyche coconut and jasmine",750ml,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""860001779646""","Liquor ",1,3999,n,n,Pinhook,,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""860001779653""","Liquor ",1,1599,n,n,"Pinhook rye whiskey",200ml,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""860001779660""","Liquor ",1,3999,n,n,Pinhook,,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""860001779677""","Liquor ",1,5099,n,n,"Pinhook bourbon whiskey",750ml,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""860001800500""","Snacks /candy",1,599,n,n,"Sour strips blue raspberry",3.4oz,y,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""860001800517""","Snacks /candy",1,599,n,n,"Sour strips strawberry",3.4oz,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
