Upc,Department,qty,cents,incltaxes,inclfees,Name,size,ebt,byweight,"Fee Multiplier",cost_qty,cost_cents,variable_price,addstock,setstock,pack_name,pack_qty,pack_upc,unit_upc,unit_count,is_oneclick,oc_color,oc_border_color,oc_text_color,oc_fixedpos,oc_page,oc_key,oc_relpos
"=""018200009747""",Beer,1,999,n,n,"Michelob Amber Bock 6-Pack 12 FL OZ Bottle","72.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200009785""",Beer,1,1199,n,n,"Bud Ice 12-Pack 12 FL OZ Bottle","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200019913""",Beer,1,1899,n,n,"Michelob Amber Bock 12-Pack 12 FL OZ Bottle","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200029929""",Beer,1,899,n,n,"Odouls Amber N-A 6-Pack 12 FL OZ Bottle","72.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200059896""",Beer,1,1099,n,n,"Michelob Ultra 6-Pack 12 FL OZ Bottle","72.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200059902""",Beer,1,1599,n,n,"Michelob Ultra 12-Pack 12 FL OZ Bottle","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200069857""",Beer,1,799,n,n,"Michelob Ultra 6-Pack 7 FL OZ Bottle","42.00 FL OZ",,n,1,1,0,n,,"=""-6""",,,,,0,n,,,,,,,
"=""018200069918""",Beer,1,1599,n,n,"Michelob Ultra 12-Pack 12 FL OZ Slim Line Can","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200089817""",Beer,1,1199,n,n,"Budweiser 8-Pack 16 FL OZ Can","96.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200089893""",Beer,1,1199,n,n,"Bud Light 8-Pack 16 FL OZ Can","96.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200110306""",Beer,1,2999,n,n,"Budweiser 30-Pack 12 FL OZ Can","360.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200110474""",Beer,1,1399,n,n,"Budweiser 12-Pack","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200111686""",Beer,1,2499,n,n,"Budweiser 24-Pack 12 FL OZ Can","288.00 FL OZ",,n,1,1,0,n,,"=""21""",,,,,0,n,,,,,,,
"=""018200112188""",Beer,1,1999,n,n,"Budweiser 18-Pack 12 FL OZ Can","216.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200113086""",Beer,1,1899,n,n,"Budweiser 18-Pack Bottle","216.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200119859""",Beer,1,999,n,n,"Redbridge Gluten-Free Sorghum 6-Pack 12 FL OZ Bottle","72.00 FL OZ",,n,1,1,0,n,,"=""-37""",,,,,0,n,,,,,,,
"=""018200129827""",Beer,1,999,n,n,"Landshark Island Style Lager 6-Pack","72.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200129896""",Beer,1,1099,n,n,"Michelob Ultra Lime Cactus Light Beer 6-Pack 12 FL OZ Bottle","72.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200129988""",Beer,1,1899,n,n,"Landshark Island Style Lager 12-Pack 12 FL OZ Bottle","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200139864""",Beer,1,999,n,n,"Shock Top Belgium White","6 pk",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200149900""",Beer,1,1899,n,n,"Bud Light Lime 12-Pack 12 FL OZ Bottle","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200149917""",Beer,1,999,n,n,"Bud Light Lime 6-Pack 12 FL OZ Bottle","72.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200150302""",Beer,1,2299,n,n,"Natural Light 30-Pack 12 FL OZ Can","360.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200150470""",Beer,1,1099,n,n,"Natural Light 12-Pack 12 FL OZ Can","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200159817""",Beer,1,1899,n,n,"Shock Top Belgian White 12-Pack 12 FL OZ Bottle","144.00 FL OZ",,n,1,1,0,n,,"=""-5""",,,,,,n,,,,,,,
"=""018200159831""",Beer,1,1699,n,n,"Bud Light Lime 6-Pack 12 FL OZ Can","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200169847""",Beer,1,1899,n,n,"Michelob Ultra Cactus Slim 12-Pack 12 FL OZ Cans","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200179990""",Beer,1,899,n,n,"Bud Light 12-Pack 8 FL OZ Slim Can","12 pack FL 8 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200189814""",Beer,1,899,n,n,"Budweiser 12-Pack 8 FL OZ Slim Can","96.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200189920""",Beer,1,1999,n,n,"Bud Light Platinum 12-Pack 12 FL OZ Bottle","144.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200189937""",Beer,1,1099,n,n,"Bud Light Platinum 6-Pack","72.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200199875""",Beer,1,1499,n,n,"Bud Light Lime Lime-A-Rita 12-Pack 8 FL OZ Can","96.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200200113""",Beer,1,1399,n,n,"Michelob Ultra 8PK",16oz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200200199""",Beer,1,1999,n,n,"Michelob Ultra Lime Cactus 2/12/12 NR",,,n,1,1,0,n,,"=""-3""",,,,,,n,,,,,,,
"=""018200200380""",Beer,1,1399,n,n,"Budweiser Non Alcoholic",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200200397""",Beer,1,899,n,n,"Budwiser zero",6pk,,n,1,0,0,n,,"=""-29""",,,,,,n,,,,,,,
"=""018200200489""",Beer,1,899,n,n,"Best Damn Sweet Tea","=""0""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200200595""",Beer,1,1999,n,n,"Michelob Ultra Aluminum 12Pk",16Oz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200200779""",Beer,1,1199,n,n,"natural light","15 - 12 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200200786""",Beer,1,1299,n,n,"Natty Daddy 15 Pk Can",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200200809""",Beer,1,1799,n,n,"BUDLT ORANGE 12/12OZ BTL","12oz 12pk",,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200200823""",Beer,1,1099,n,n,"MICHELOB UL. PURE GOLD","6 PACK",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200200830""",Beer,1,1999,n,n,"MICHELOB YLTRA PURE GOLD","12 PACK",,n,1,1,0,n,,"=""-196""",,,,,,n,,,,,,,
"=""018200201288""",Beer,1,1799,n,n,"Budwiser 16oz 12 pack 16 oz",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200201332""",Beer,1,1299,n,n,"NATURAL LT NATURDAY 12/12 CN","12 pack ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200201448""",Beer,1,1899,n,n,"michelob ultra pure gold 12p can",12pk,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200201790""",Beer,1,1299,n,n,"natural light 12pk can",,,n,1,1,0,n,,"=""2""",,,,,,n,,,,,,,
"=""018200201899""",Beer,1,999,n,n,"Stella artois 12 oz","12 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200202001""","Energy Drink",1,1299,n,n,"Rys sunnyd",16floz,y,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200202025""",Beer,1,999,n,n,"Budwiser NitroReserve Gold","=""0""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200202087""",Beer,1,1999,n,n,"BUD LIGHT SELTZER 12 PK CANS",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200202179""",Beer,1,1699,n,n,Budlight,"=""1""",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200202490""",Beer,1,2099,n,n,"Stella Artos",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200202506""",Beer,1,999,n,n,"BUD LT PLA SELT 6PK",6PK,,n,1,1,0,n,,"=""-3""",,,,,,n,,,,,,,
"=""018200202636""",Beer,1,1999,n,n,Ultra,,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200202698""",Beer,1,1799,n,n,"Bud light variety pack",12pk,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200202728""",Beer,1,1699,n,n,Cacti,9pk,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200202780""",Beer,1,1999,n,n,"Bud light sour varity pack",12pk,,n,1,0,0,n,,"=""-4""",,,,,,n,,,,,,,
"=""018200202834""",Beer,1,1999,n,n,"Michelob ultra amber max",12pk12oz,,n,1,0,0,n,,"=""-4""",,,,,0,n,,,,,,,
"=""018200202933""",Beer,1,1899,n,n,Maragritavale,12pk,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""018200202940""",Beer,1,699,n,n,Margaritavale,4pk,,n,1,0,0,n,,"=""4""",,,,,0,n,,,,,,,
"=""018200202957""",Beer,1,699,n,n,"Margaritaville mango peach paradise",4pack,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""018200202988""","Liquor ",1,999,n,n,"Nutrl: Vodka Seltzer Juice Pineapple","4 CT",,n,1,1,0,n,,"=""-20""",,,,,,n,,,,,,,
"=""018200203008""",Beer,1,1399,n,n,"Vodka seltzer real juice",6pk,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""018200203138""",Beer,1,1099,n,n,"Stella artois liberte zero",6pk,,n,1,0,0,n,,"=""-23""",,,,,,n,,,,,,,
"=""018200203275""",Beer,1,1999,n,n,"Bud light next",12pk,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200203336""",Beer,1,1899,n,n,"Bud light seltzer hard soda varity pack",12pack,,n,1,0,0,n,,"=""-6""",,,,,,n,,,,,,,
"=""018200203374""",Beer,1,1999,n,n,"Miclob ultra seltzer water",12pk,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200203381""",Beer,1,1599,n,n,"Nutrl vodka seltzer","8pk 12oz",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200203398""",Beer,1,1599,n,n,"Nutrl vodka seltzer","8pk 12oz",,n,1,0,0,n,,"=""-24""",,,,,,n,,,,,,,
"=""018200203404""",Beer,1,1999,n,n,"Shock top zest","12pk 12oz",,n,1,1,0,n,,"=""1""",,,,,,n,,,,,,,
"=""018200203510""",Beer,1,1899,n,n,"Bud Light Chelada Orignal",12pk12fl,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200203527""","Liquor ",1,1599,n,n,Nutral,8pack,,n,1,0,0,n,,"=""-58""",,,,,,n,,,,,,,
"=""018200203534""","Liquor ",1,999,n,n,"NUTRL Vodka Soda Watermelon 4pk Can","4 pk",,n,1,1,0,n,,"=""-16""",,,,,,n,,,,,,,
"=""018200203565""",Beer,1,899,n,n,"Bud light next super crisp light beer",6pk,,n,1,0,0,n,,"=""4""",,,,,0,n,,,,,,,
"=""018200203718""","Liquor ",1,1099,n,n,"Nutrl lemonade ","4 pk",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200203725""","Liquor ",1,1099,n,n,Nutral,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200203909""",Beer,1,2099,n,n,"Canta ritos","12pk 12oz",,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200203961""",Beer,1,899,n,n,"Michelob urtra Superior light beer","12pk 7.5floz",,n,1,0,0,n,,"=""10""",,,,,0,n,,,,,,,
"=""018200204005""",Beer,1,1999,n,n,"Los sunday","8pack can",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200204012""","Liquor ",1,1099,n,n,"Nutrl Vodka","6.packs ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200204043""",Beer,1,1199,n,n,"Los sundays","4pk can",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200204227""","Liquor ",1,1099,n,n,"Nutral vodka ",6pack,,n,1,1,0,n,,"=""-18""",,,,,,n,,,,,,,
"=""018200204241""",Beer,1,1799,n,n,"Michelab ultra zero 12 pk",12oz,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200204265""",Beer,1,1899,n,n,"Bud light chelada tajin varity pack",12pk,,n,1,0,0,n,,"=""-2""",,,,,0,n,,,,,,,
"=""018200204302""","Liquor ",1,999,n,n,"Nutral lime",4pk,,n,1,0,0,n,,"=""1""",,,,,0,n,,,,,,,
"=""018200204319""",Beer,1,1199,n,n,"Lime rita 12 pk 12 oz","12 oz",,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200204326""",Beer,1,1199,n,n,"Ritas strawbery margarita",12pk,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200204456""",Beer,1,999,n,n,"Michelob Ultra Zero","6 pk 12oz",,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200204470""","Liquor ",1,999,n,n,"Nutral vodka strawberry",4pk,,n,1,0,0,n,,"=""2""",,,,,0,n,,,,,,,
"=""018200204555""","Liquor ",1,1099,n,n,"SKIMMERS TEA",4pk,,n,1,1,0,n,,"=""4""",,,,,,n,,,,,,,
"=""018200204562""","Liquor ",1,1099,n,n,"Skimmers vodka iced tea peach",4pk,,n,1,0,0,n,,"=""4""",,,,,0,n,,,,,,,
"=""018200204586""","Liquor ",1,1799,n,n,"Skimmers iced tea",8pack,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200204791""","Liquor ",1,2399,n,n,"Skimmers vodka iced tea peach",12pk,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200209932""",Beer,1,1499,n,n,"Bud Light Lime Straw-Ber-Rita 12-Pack 8 FL OZ Can","96.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200209987""",Beer,1,999,n,n,"Bud Light Metal Bottle 8 Pack","16 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200219795""",Beer,1,999,n,n,"Budweiser Aluminum Bottle 8 Pk","16 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200219818""",Beer,1,1899,n,n,"Bud Light Clamato","12/8 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200219856""",Beer,1,899,n,n,"bud 3 packs","=""3""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200219863""",Beer,1,899,n,n,"Bud Light 3 Pack",25oz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200229893""",Beer,1,1499,n,n,"Bud Light Lime Mang-O-Rita 12-Pack 8 FL OZ Can","96.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200239861""",Beer,1,1299,n,n,"Michelo Ultra 8 Cans",16oz,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200249815""",Beer,1,899,n,n,"Michelob Ultra 3 pack",25oz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200250002""",Beer,1,329,n,n,Budweiser,"25 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200250019""",Beer,1,329,n,n,"Bud Light Can 25oz","25 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200250026""",Beer,1,299,n,n,"Natural Light Can","25 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200250040""",Beer,1,299,n,n,"Busch Light Beer",25Floz,,n,1,1,0,n,,"=""-75""",,,,,,n,,,,,,,
"=""018200250064""",Beer,1,299,n,n,"Bud Ice Premium","25 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200250088""",Beer,1,299,n,n,"Natural Ice Can","25 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200250095""",Beer,1,399,n,n,"Bud Light Lime Beer","25 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200250101""",Beer,1,399,n,n,"Michelob Ultra 25oz","25 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200250125""",Beer,1,299,n,n,Hurricane,"24 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200250132""",Beer,1,299,n,n,"Natty Daddy","25 Oz",n,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200250149""",Beer,1,399,n,n,"Bud Light Lime Lime-A-Rita","25.00 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200255052""",Beer,1,399,n,n,"Bud Light Lime Straw-Ber-Rita Margarita with a Twist","25 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200255083""",Beer,1,399,n,n,"Bud Light & Clamato Chelada","25 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200255090""",Beer,1,399,n,n,"Budweiser & Clamato Chelada","25 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200255106""",Beer,1,399,n,n,"Budweiser & Clamato picante","25 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200255274""",Beer,1,389,n,n,"Bud Lightn Clamato Extra Lime","25 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200255335""",Beer,1,399,n,n,"Bud Light Lime Mang-o-rita","25.00 Oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200255434""",Beer,1,399,n,n,"Bud Light Platinum 25oz","25 fl oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200255922""",Beer,1,329,n,n,"Shock Top","=""1""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200258169""",Beer,1,399,n,n,"Cerveza Estrella Jalisco","24 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200258749""","Soda & Drink's",1,199,n,n,"Teavana Peach Green Tea","14.5 oz",y,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200258756""","Soda & Drink's",1,249,n,n,Teavana,,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200259104""",Beer,1,329,n,n,"BUD LIGHT orange 24 OZ CAN","24 OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200259142""",Beer,1,329,n,n,"Coco Rita",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200259401""",Beer,1,389,n,n,"Natural Light 1/2 Barrel","0.50 Barrel",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200259463""",Beer,1,399,n,n,"Estrella Jalisco Man",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200259760""",Beer,1,329,n,n,"bud light cheleda mango",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200260001""",Beer,1,329,n,n,"BUDWEISER DISCOVERY 25 OZ CANS",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200260094""",Beer,1,389,n,n,"Estrella Jalisco Spi",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200260315""",Beer,1,329,n,n,"Natural kught seltzer cat lime mix",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200260339""",Beer,1,499,n,n,"Natural light",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200260469""",Beer,1,329,n,n,"Natural light",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200260612""",Beer,1,399,n,n,"BUD LIGHT SELTZER BLACK CHERRY 2",25floz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200260629""",Beer,1,369,n,n,"bud light seltzer 25 oz strawberry",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200260636""",Beer,1,329,n,n,"BUD LIGHT SELTZER LEMON 25 OZ",,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200260643""",Beer,1,799,n,n,"Bud light",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200260803""",Beer,1,369,n,n,"Bud Light Seltzer",25oz,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200261084""",Beer,1,329,n,n,"Naty dady",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200261107""",Beer,1,399,n,n,"MICH ULTRA GOLD 25OZ","25 oz",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200261244""",Beer,1,399,n,n,"Stella artois",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200261299""",Beer,1,399,n,n,"Budlight platinum",24oz,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200261404""",Beer,1,399,n,n,"Bud light chelada fuego",25oz,,n,1,0,0,n,,"=""-117""",,,,,,n,,,,,,,
"=""018200261626""",Beer,1,399,n,n,"Bud light chelada tajin",25oz,,n,1,0,0,n,,"=""-35""",,,,,,n,,,,,,,
"=""018200261640""",Beer,1,369,n,n,Cerveza,,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200261749""",Beer,1,389,n,n,"Fireball x apple",25fl.oz,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200261763""",Beer,1,389,n,n,"Fireball x lemonade",25fl.oz,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200261855""",Beer,1,369,n,n,"Michelob ultra cucumber lime",,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200261886""",Beer,1,389,n,n,"Bud light sl Hard Soda","25fl oz",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200261893""",Beer,1,389,n,n,"Bud light seltzer Cherry limeade",25oz,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200261947""",Beer,1,329,n,n,Cacti,,,n,1,0,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200262074""",Beer,1,259,n,n,"MD Island Pineapple",16floz,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200262081""",Beer,1,259,n,n,"MD Tangy Orange",16floz,,n,1,1,0,n,,"=""6""",,,,,0,n,,,,,,,
"=""018200262098""",Beer,1,259,n,n,"Md 20.20 sweet blue raspberry",16floz,,n,1,0,0,n,,"=""16""",,,,,0,n,,,,,,,
"=""018200262623""","Liquor ",1,999,n,n,"Natural light strawberry lemonade",750ml,,n,1,1,0,n,,"=""8""",,,,,,n,,,,,,,
"=""018200262975""",Beer,1,389,n,n,"Neon burst punch blast",1pint,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200262982""",Beer,1,389,n,n,"Neon burst grape blowout",1pint,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200263859""",Beer,1,399,n,n,"Bud light manonada",25floz,,n,1,0,0,n,,"=""-25""",,,,,,n,,,,,,,
"=""018200263866""",Beer,1,599,n,n,"Nutrl vodka seltzer",24oz,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200263941""",Beer,1,399,n,n,"Canta ritos mandarin hard soda",25floz,,n,1,0,0,n,,"=""-15""",,,,,,n,,,,,,,
"=""018200264092""",Beer,1,399,n,n,"Canta ritos pineapple hard soda",25floz,,n,1,0,0,n,,"=""-7""",,,,,,n,,,,,,,
"=""018200264252""",Beer,1,599,n,n,"Nutrl vodka seltzer",24oz,,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200264344""",Beer,1,399,n,n,"Bud light chelada tajin",25oz,,n,1,0,0,n,,"=""-1""",,,,,,n,,,,,,,
"=""018200264580""",Beer,1,599,n,n,"Nutral orange","720 ml",,n,1,0,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200264801""","Energy Drink",1,319,n,n,"Phorm screamin freedom",16floz,,n,1,0,0,n,,"=""12""",,,,,0,n,,,,,,,
"=""018200264818""","Energy Drink",1,319,n,n,"Phorm grape smash",16floz,y,n,1,0,0,n,,"=""7""",,,,,0,n,,,,,,,
"=""018200264825""","Energy Drink",1,319,n,n,"Phorm blue blitz",16floz,y,n,1,0,0,n,,"=""12""",,,,,0,n,,,,,,,
"=""018200264832""","Energy Drink",1,319,n,n,"Phorm orange fury",16floz,y,n,1,0,0,n,,"=""8""",,,,,0,n,,,,,,,
"=""018200270307""",Beer,1,2499,n,n,"Natural Ice 30-Pack 12 FL OZ Can","360.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200272189""",Beer,1,1599,n,n,"Natural Ice 18-Pack 12 FL OZ Can","216.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200284274""",Beer,1,1499,n,n,"BUD LT WTRMLN-RITA 12/12OZ CN",EA,,n,1,1,0,n,,"=""-2""",,,,,0,n,,,,,,,
"=""018200284373""",Beer,1,1799,n,n,"Michelob Ultra 24 bot 7oz","24 bot 7oz",,n,1,1,0,n,,"=""-258""",,,,,0,n,,,,,,,
"=""018200284434""",Beer,1,1199,n,n,"NATURAL ICE 15 PACK CANS","=""0""",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200285233""",Beer,1,2499,n,n,"Natural light strawberry lemonade 30pk can",,,n,1,1,0,n,,"=""0""",,,,,0,n,,,,,,,
"=""018200286575""",Beer,1,1799,n,n,Michelada,,,n,1,0,0,n,,"=""-3""",,,,,0,n,,,,,,,
"=""018200286865""",Beer,1,2999,n,n,"Bud light",24pack,,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200287534""",Beer,1,7999,n,n,"Bush light apple",30pk,,n,1,0,0,n,,"=""-9""",,,,,,n,,,,,,,
"=""018200288753""",Beer,1,2999,n,n,"Michelob ultra organic seltzer","24 pack",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200291340""",Beer,1,3099,n,n,"Busch light peach","30 pack",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
"=""018200370304""",Beer,1,2499,n,n,"Bud Ice 30-Pack 12 FL OZ Can","360.00 FL OZ",,n,1,1,0,n,,"=""0""",,,,,,n,,,,,,,
